n_events,unique_event_types,weighted_event_score,behavioral_entropy,temporal_span_ms,temporal_entropy,unique_file_paths,unique_urls,unique_networks,unique_crypto_algos,unique_shared_prefs,has_runtime_exec,has_dex_load,has_sms,has_socket,has_crypto,has_subscriber_id,has_device_id,has_webview,has_url,has_network,has_process,has_settings,cnt_runtime_exec,cnt_dex_load,cnt_sms,cnt_socket,cnt_subscriber_id_access,cnt_device_id_access,cnt_crypto,cnt_webview,cnt_url_access,cnt_okhttp,cnt_network,cnt_process,cnt_start_activity,cnt_activity_resume,cnt_activity,cnt_settings_access,cnt_settings,cnt_device,cnt_file,cnt_file_access,cnt_shared_pref,cnt_sp,cnt_runtime,cnt_unknown,file_access_ratio,network_ratio,sp_ratio,high_signal_ratio,crypto_and_network,device_id_and_network,dex_and_exec,webview_and_url,sms_and_device,richness_score,quality_score,log_n_events,log_weighted_score,log_file_paths,log_urls,label,source_file,quality_score,quality_reason
205.0,8.0,156.1,1.7629175115084637,23611.0,0.36760035108908,52.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,94.0,80.0,0.0,0.0,0.0,0.4585365853658537,0.0,0.3902439024390244,0.0048780487804878,0.0,0.0,0.0,1.0,0.0,0.7696,0.7696,5.327876168789581,5.056882545261575,3.970291913552122,2.5649493574615367,0,benign_andrewgilman.dartsscoreboard.json,0.7696,ok
201.0,7.0,277.6,1.9313530597730528,19281.0,0.2590869496349516,33.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,78.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,64.0,45.0,0.0,0.0,0.0,0.3184079601990049,0.0,0.2238805970149253,0.0,0.0,0.0,0.0,0.0,0.0,0.7607,0.7607,5.308267697401205,5.629777061345705,3.5263605246161616,3.044522437723423,0,benign_co.brainly.json,0.7607,ok
227.0,8.0,160.1,1.6414712167713608,18438.0,0.2365544650976064,42.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,82.0,117.0,0.0,0.0,0.0,0.3612334801762114,0.0,0.5154185022026432,0.0044052863436123,0.0,0.0,0.0,1.0,0.0,0.7592,0.7592,5.429345628954441,5.082025290182929,3.7612001156935615,2.302585092994046,0,benign_com.aleskovacic.messenger.json,0.7592,ok
163.0,7.0,278.4,2.183882236594492,5906.0,0.5269797460820624,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,48.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,20.0,41.0,0.0,0.0,0.0,0.1226993865030674,0.0,0.2515337423312883,0.0,0.0,0.0,0.0,0.0,0.0,0.7538,0.7538,5.099866427824199,5.632644446822861,2.639057329615259,2.5649493574615367,0,benign_bbc.mobile.news.ww.json,0.7538,ok
245.0,8.0,231.1,1.6358773339180483,25257.0,0.2488232518738466,45.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,137.0,52.0,0.0,0.0,0.0,0.5591836734693878,0.0,0.2122448979591836,0.0040816326530612,0.0,0.0,0.0,1.0,0.0,0.7503,0.7503,5.5053315359323625,5.447168313280391,3.828641396489095,2.079441541679836,0,benign_baby.com.BabyBigMouth.json,0.7503,ok
294.0,8.0,186.0,1.4850070726833988,25317.0,0.2937160174084986,70.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,149.0,121.0,0.0,0.0,0.0,0.5068027210884354,0.0,0.4115646258503401,0.0034013605442176,0.0,0.0,0.0,1.0,0.0,0.7481,0.7481,5.68697535633982,5.231108616854587,4.262679877041316,2.079441541679836,0,benign_app.WTInfoTech.WorldAroundMeLite.json,0.7481,ok
286.0,8.0,175.2,1.3239052708024903,23770.0,0.1275416342127058,46.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,90.0,178.0,0.0,0.0,0.0,0.3146853146853147,0.0,0.6223776223776224,0.0034965034965034,0.0,0.0,0.0,1.0,0.0,0.7474,0.7474,5.659482215759621,5.171619713502079,3.8501476017100575,2.19722457733622,0,benign_com.aandrill.president.json,0.7474,ok
200.0,8.0,145.2,1.5380317227087412,23406.0,0.0456064795011819,60.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,123.0,52.0,0.0,0.0,0.0,0.615,0.0,0.26,0.005,0.0,0.0,0.0,1.0,0.0,0.7458,0.7458,5.303304908059076,4.984975547315678,4.110873864173311,2.302585092994046,0,benign_com.bktranslator.enlishjapanese.json,0.7458,ok
188.0,7.0,167.7,2.010519715719923,5801.0,0.4948963199703549,37.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,86.0,57.0,0.0,0.0,0.0,0.4574468085106383,0.0,0.3031914893617021,0.0,0.0,0.0,0.0,1.0,0.0,0.745,0.745,5.241747015059643,5.128121989551922,3.6375861597263857,2.639057329615259,0,benign_com.amazon.mShop.android.shopping.json,0.745,ok
268.0,7.0,213.3,1.7422188680267077,28649.0,0.0991976289622152,56.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,91.0,133.0,0.0,0.0,0.0,0.3395522388059701,0.0,0.4962686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.7437,0.7437,5.594711379601839,5.367376902479531,4.04305126783455,2.19722457733622,0,benign_com.ubercab.json,0.7437,ok
312.0,8.0,183.9,1.3341699649949457,12036.0,0.3212836506521094,52.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,180.0,115.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.3685897435897436,0.0032051282051282,0.0,0.0,0.0,1.0,0.0,0.7432,0.7432,5.746203190540153,5.219815138393079,3.970291913552122,2.079441541679836,0,benign_com.blackraveninteractive.city.bridal.limo.car.simulator.json,0.7432,ok
202.0,8.0,142.2,1.437724996850238,2933.0,0.3110307579131032,55.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,125.0,56.0,0.0,0.0,0.0,0.6188118811881188,0.0,0.2772277227722772,0.0049504950495049,0.0,0.0,0.0,1.0,0.0,0.7408,0.7408,5.313205979041787,4.964242254526545,4.02535169073515,2.302585092994046,0,benign_com.chestclash.royalsimulator.json,0.7408,ok
222.0,6.0,306.9,1.94822937783018,16215.0,0.2138687946015638,57.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,83.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,77.0,42.0,0.0,0.0,0.0,0.3468468468468468,0.0,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.7355,0.7355,5.407171771460119,5.729775054930455,4.060443010546419,2.995732273553991,0,benign_ca.autotrader.userapp.json,0.7355,ok
174.0,8.0,122.2,1.5633495289421933,5659.0,0.9013320418666192,62.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,102.0,52.0,0.0,0.0,0.0,0.5862068965517241,0.0,0.2988505747126437,0.0057471264367816,0.0,0.0,0.0,1.0,0.0,0.7349,0.7349,5.1647859739235145,4.81380905109942,4.143134726391533,2.302585092994046,0,benign_com.bigapps.xperror.json,0.7349,ok
285.0,7.0,254.9,1.4341582222865044,9244.0,0.4690244831539311,68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,185.0,41.0,0.0,0.0,0.0,0.6491228070175439,0.0,0.143859649122807,0.0,0.0,0.0,0.0,1.0,0.0,0.7323,0.7323,5.655991810819852,5.544786743165743,4.23410650459726,3.044522437723423,0,benign_anton.kets.despicableme.json,0.7323,ok
204.0,8.0,135.2,1.4684787974438709,5728.0,0.0896640489569913,63.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,124.0,61.0,0.0,0.0,0.0,0.6078431372549019,0.0,0.2990196078431372,0.0049019607843137,0.0,0.0,0.0,1.0,0.0,0.7307,0.7307,5.3230099791384085,4.914124393715412,4.158883083359672,2.19722457733622,0,benign_com.andrwq.recorder.json,0.7307,ok
431.0,7.0,250.0,1.124794684621699,16393.0,0.0710640258878225,55.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,107.0,305.0,0.0,0.0,0.0,0.2482598607888631,0.0,0.7076566125290024,0.0023201856148491,0.0,0.0,0.0,1.0,0.0,0.7299,0.7299,6.068425588244111,5.525452939131784,4.02535169073515,2.079441541679836,0,benign_com.candl.athena.json,0.7299,ok
313.0,6.0,256.3,1.4971375055804652,15203.0,0.2026527194747118,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,36.0,213.0,0.0,0.0,0.0,0.1150159744408945,0.0,0.6805111821086262,0.0,0.0,0.0,0.0,0.0,0.0,0.7289,0.7289,5.749392985908253,5.550242719287699,3.091042453358316,3.367295829986474,0,benign_com.urbanclap.urbanclap.json,0.7289,ok
293.0,7.0,215.7,1.5427732547157902,15092.0,0.0988878411142237,65.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,178.0,79.0,0.0,0.0,0.0,0.6075085324232082,0.0,0.2696245733788396,0.0,0.0,0.0,0.0,1.0,0.0,0.7283,0.7283,5.683579767338681,5.378513908542313,4.189654742026425,2.19722457733622,0,benign_com.baloota.dumpster.json,0.7283,ok
204.0,7.0,173.5,1.9703059166489816,23362.0,0.3245265668996933,39.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,60.0,98.0,0.0,0.0,0.0,0.2941176470588235,0.0,0.4803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.7278,0.7278,5.3230099791384085,5.161924741642482,3.688879454113936,2.079441541679836,0,benign_com.aos.clean.security.android.boost.json,0.7278,ok
474.0,8.0,456.6,1.6269294448771163,25616.0,0.1692945369559464,106.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,207.0,0.0,0.0,0.0,171.0,89.0,0.0,0.0,0.0,0.360759493670886,0.0,0.1877637130801688,0.0021097046413502,0.0,0.0,0.0,1.0,0.0,0.7264,0.7264,6.163314804034641,6.125995440065588,4.672828834461906,1.0986122886681096,0,benign_com.keyideas.indianrailways.json,0.7264,ok
184.0,7.0,171.8,1.7895471803809175,11623.0,0.416944823152534,46.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,91.0,49.0,0.0,0.0,0.0,0.4945652173913043,0.0,0.266304347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.7251,0.7251,5.220355825078325,5.152134856369956,3.8501476017100575,2.4849066497880004,0,benign_com.apptoide.free.json,0.7251,ok
214.0,8.0,139.2,1.4929811967039843,3868.0,0.7159505018748198,67.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,116.0,79.0,0.0,0.0,0.0,0.5420560747663551,0.0,0.3691588785046729,0.0046728971962616,0.0,0.0,0.0,1.0,0.0,0.7248,0.7248,5.3706380281276624,4.94306997460049,4.219507705176107,2.079441541679836,0,benign_com.blackbirdwallpapers.inkinwater.json,0.7248,ok
183.0,9.0,125.7,1.4656624836323304,9579.0,0.0982696035730806,45.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,113.0,52.0,0.0,0.0,0.0,0.6174863387978142,0.0,0.2841530054644808,0.0054644808743169,0.0,0.0,0.0,1.0,0.0,0.7235,0.7235,5.214935757608986,4.841822087327094,3.828641396489095,1.9459101490553128,0,benign_baby.com.kidsToysReview.json,0.7235,ok
246.0,6.0,212.8,1.5325821152859944,7903.0,0.7023545842879607,48.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,165.0,29.0,0.0,0.0,0.0,0.6707317073170732,0.0,0.1178861788617886,0.0,0.0,0.0,0.0,0.0,0.0,0.7208,0.7208,5.5093883366279774,5.365040998590945,3.8918202981106265,2.9444389791664403,0,benign_com.apalon.ringtones.json,0.7208,ok
214.0,6.0,224.2,1.8551683164658,20451.0,0.4650232990126137,26.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,29.0,106.0,0.0,0.0,0.0,0.1355140186915887,0.0,0.4953271028037383,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.7198,5.3706380281276624,5.416988896265536,3.295836866004329,2.302585092994046,0,benign_com.chatous.plaza.json,0.7198,ok
250.0,6.0,180.3,1.5664402255245211,16167.0,0.194020254440092,56.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,153.0,62.0,0.0,0.0,0.0,0.612,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.7191,0.7191,5.525452939131784,5.200153117760806,4.04305126783455,2.5649493574615367,0,benign_com.cardinalblue.piccollage.google.json,0.7191,ok
195.0,6.0,198.9,1.909602875562106,14834.0,0.2840918968669325,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,71.0,68.0,0.0,0.0,0.0,0.3641025641025641,0.0,0.3487179487179487,0.0,0.0,0.0,0.0,1.0,0.0,0.7183,0.7183,5.278114659230518,5.297817241506355,3.332204510175204,2.3978952727983707,0,benign_ca.weddingwire.launcher.json,0.7183,ok
186.0,9.0,133.2,1.5047176444141632,10927.0,0.0969324349377945,45.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,113.0,52.0,0.0,0.0,0.0,0.6075268817204301,0.0,0.2795698924731182,0.0053763440860215,0.0,0.0,0.0,1.0,0.0,0.7181,0.7181,5.231108616854587,4.8993312245375815,3.828641396489095,1.791759469228055,0,benign_baby.com.DisneyCarToys.json,0.7181,ok
331.0,8.0,219.5,1.5284300804326767,5391.0,0.2469842817600653,45.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,133.0,166.0,0.0,0.0,0.0,0.4018126888217522,0.0,0.5015105740181269,0.0030211480362537,0.0,0.0,0.0,1.0,0.0,0.7175,0.7175,5.805134968916488,5.395897694886901,3.828641396489095,1.3862943611198906,0,benign_business.card.maker.scopic.json,0.7175,ok
311.0,8.0,184.1,1.3998980289066565,24963.0,0.1565664817115705,67.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,150.0,142.0,0.0,0.0,0.0,0.4823151125401929,0.0,0.4565916398713826,0.0032154340836012,0.0,0.0,0.0,1.0,0.0,0.7161,0.7161,5.7430031878094825,5.220896219579452,4.219507705176107,1.6094379124341005,0,benign_com.bookmark.money.json,0.7161,ok
